Unique Identifier,episode_ref,track_name,date,date_text,decade,castaway_ref,std_name,std_artist,std_artist_id
9131,1143,Bassoon Concerto in B flat major by Wolfgang Amadeus Mozart,6/5/1992,"June 5,1992",90,2200,prunella scales,wolfgang amadeus mozart,A5418
9128,1142,O mio babbino caro (from Gianni Schicchi) by Giacomo Puccini,6/12/1992,"June 12,1992",90,764,duncan goodhew,giacomo puccini,A1790
9121,1142,Toccata by Johann Sebastian Bach,6/12/1992,"June 12,1992",90,764,duncan goodhew,johann sebastian bach,A2427
9119,1141,"O Mimi, tu più non torni (from La Bohème) by Giacomo Puccini",6/19/1992,"June 19,1992",90,2321,robert lindsay,giacomo puccini,A1790
9106,1140,Chanson de matin by Edward Elgar,6/26/1992,"June 26,1992",90,2759,terry waite,edward elgar,A1326
9108,1140,String Quintet in C major by Franz Schubert,6/26/1992,"June 26,1992",90,2759,terry waite,franz schubert,A1618
9105,1140,French Suite No. 5 In G major by Johann Sebastian Bach,6/26/1992,"June 26,1992",90,2759,terry waite,johann sebastian bach,A2427
9090,1138,Ave verum corpus by Wolfgang Amadeus Mozart,7/10/1992,"July 10,1992",90,473,clare short mp,wolfgang amadeus mozart,A5418
9081,1137,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,7/17/1992,"July 17,1992",90,1895,mohamed amin,wolfgang amadeus mozart,A5418
9078,1136,Partita for Keyboard No. 1 in B flat major by Johann Sebastian Bach,7/24/1992,"July 24,1992",90,2622,sir peregrine worsthorne,johann sebastian bach,A2427
9065,1135,Cello Concerto in E minor - 4th movement by Edward Elgar,7/31/1992,"July 31,1992",90,2396,rt hon david mellor mp,edward elgar,A1326
9067,1135,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",7/31/1992,"July 31,1992",90,2396,rt hon david mellor mp,johann sebastian bach,A2427
9068,1135,Symphony No. 7 in A major by Ludwig van Beethoven,7/31/1992,"July 31,1992",90,2396,rt hon david mellor mp,ludwig van beethoven,A3004
9069,1135,Nutcracker Suite by Pyotr Ilyich Tchaikovsky,7/31/1992,"July 31,1992",90,2396,rt hon david mellor mp,pyotr ilyich tchaikovsky,A3932
9071,1135,Mass No. 18 in C minor 'Great' by Wolfgang Amadeus Mozart,7/31/1992,"July 31,1992",90,2396,rt hon david mellor mp,wolfgang amadeus mozart,A5418
9307,1165,Suor Angelica by Giacomo Puccini,8/21/1992,"August 21,1992",90,1247,james lovelock,giacomo puccini,A1790
9306,1165,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,8/21/1992,"August 21,1992",90,1247,james lovelock,wolfgang amadeus mozart,A5418
9309,1165,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,8/21/1992,"August 21,1992",90,1247,james lovelock,wolfgang amadeus mozart,A5418
9311,1165,Mass No. 18 in C minor 'Great' - Et incarnatus est by Wolfgang Amadeus Mozart,8/21/1992,"August 21,1992",90,1247,james lovelock,wolfgang amadeus mozart,A5418
9301,1164,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",8/28/1992,"August 28,1992",90,692,dilys powell,johann sebastian bach,A2427
9303,1164,The Magic Flute Act 1 by Wolfgang Amadeus Mozart,8/28/1992,"August 28,1992",90,692,dilys powell,wolfgang amadeus mozart,A5418
9245,1157,Non so più cosa son (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,9/4/1992,"September 4,1992",90,1190,j g ballard,wolfgang amadeus mozart,A5418
9051,1133,"Well-tempered Clavier, Book 1 - Prelude in D major by Johann Sebastian Bach",9/18/1992,"September 18,1992",90,2080,penelope leach,johann sebastian bach,A2427
9052,1133,"O, Isis und Osiris (from The Magic Flute) by Wolfgang Amadeus Mozart",9/18/1992,"September 18,1992",90,2080,penelope leach,wolfgang amadeus mozart,A5418
9044,1132,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",9/25/1992,"September 25,1992",90,2232,raymond blanc,ludwig van beethoven,A3004
9039,1131,"Well-tempered Clavier, Book 1 - Prelude  in C major by Johann Sebastian Bach",10/2/1992,"October 2,1992",90,411,chad varah,johann sebastian bach,A2427
9017,1129,String Quintet in C major - 2nd movement by Franz Schubert,10/16/1992,"October 16,1992",90,2411,rt hon lord sainsbury,franz schubert,A1618
9019,1129,La Traviata by Giuseppe Verdi,10/16/1992,"October 16,1992",90,2411,rt hon lord sainsbury,giuseppe verdi,A1815
9021,1129,Eugene Onegin by Pyotr Ilyich Tchaikovsky,10/16/1992,"October 16,1992",90,2411,rt hon lord sainsbury,pyotr ilyich tchaikovsky,A3932
9024,1129,Symphony No. 39 in E flat major - 4th movement by Wolfgang Amadeus Mozart,10/16/1992,"October 16,1992",90,2411,rt hon lord sainsbury,wolfgang amadeus mozart,A5418
9003,1127,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,10/30/1992,"October 30,1992",90,945,gavin laird,ludwig van beethoven,A3004
9007,1127,Symphony No. 40 In G Minor by Wolfgang Amadeus Mozart,10/30/1992,"October 30,1992",90,945,gavin laird,wolfgang amadeus mozart,A5418
9215,1153,Polonaise (from Eugene Onegin) by Pyotr Ilyich Tchaikovsky,11/20/1992,"November 20,1992",90,752,dr steve jones,pyotr ilyich tchaikovsky,A3932
8981,1124,St Matthew Passion - Peter's denial by Johann Sebastian Bach,11/27/1992,"November 27,1992",90,1368,john eliot gardiner,johann sebastian bach,A2427
8970,1123,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",12/4/1992,"December 4,1992",90,1672,lord tebbit,giuseppe verdi,A1815
8972,1123,Dio che nell'alma infondere  (from Don Carlos) by Giuseppe Verdi,12/4/1992,"December 4,1992",90,1672,lord tebbit,giuseppe verdi,A1815
8975,1123,Symphony No. 5 in C minor by Ludwig van Beethoven,12/4/1992,"December 4,1992",90,1672,lord tebbit,ludwig van beethoven,A3004
8969,1123,1812 Overture by Pyotr Ilyich Tchaikovsky,12/4/1992,"December 4,1992",90,1672,lord tebbit,pyotr ilyich tchaikovsky,A3932
8968,1122,Adagio In E flat major by Franz Schubert,12/11/1992,"December 11,1992",90,393,carmen callil,franz schubert,A1618
8963,1122,Teco io sto (from Un ballo in maschera) by Giuseppe Verdi,12/11/1992,"December 11,1992",90,393,carmen callil,giuseppe verdi,A1815
8960,1121,"Violin Sonata No. 9 in A major, Op. 47 'Kreutzer' by Ludwig van Beethoven",12/18/1992,"December 18,1992",90,2172,professor ghillean prance,ludwig van beethoven,A3004
8957,1121,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,12/18/1992,"December 18,1992",90,2172,professor ghillean prance,wolfgang amadeus mozart,A5418
8943,1119,"O Principe, che a lunghe carovane (from Turandot) by Giacomo Puccini",12/27/1992,"December 27,1992",90,2691,stephen hawking,giacomo puccini,A1790
8939,1119,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",12/27/1992,"December 27,1992",90,2691,stephen hawking,ludwig van beethoven,A3004
8942,1119,Requiem in D minor by Wolfgang Amadeus Mozart,12/27/1992,"December 27,1992",90,2691,stephen hawking,wolfgang amadeus mozart,A5418
8929,1118,Violin Concerto in B Minor by Edward Elgar,1/8/1993,"January 8,1993",90,820,elizabeth jennings,edward elgar,A1326
8933,1118,"Signore, ascolta! (from Turandot) by Giacomo Puccini",1/8/1993,"January 8,1993",90,820,elizabeth jennings,giacomo puccini,A1790
8935,1118,Leonora Overture No. 3 by Ludwig van Beethoven,1/8/1993,"January 8,1993",90,820,elizabeth jennings,ludwig van beethoven,A3004
8931,1118,Horn Concerto No. 4 In E flat major by Wolfgang Amadeus Mozart,1/8/1993,"January 8,1993",90,820,elizabeth jennings,wolfgang amadeus mozart,A5418
8924,1117,E scherzo od è follia (from Un ballo in maschera) by Giuseppe Verdi,1/15/1993,"January 15,1993",90,216,barbara mills qc,giuseppe verdi,A1815
8928,1117,Requiem in D minor - Dies Irae by Wolfgang Amadeus Mozart,1/15/1993,"January 15,1993",90,216,barbara mills qc,wolfgang amadeus mozart,A5418
8913,1116,"Violin Sonata No. 10 in G major, Op. 96 by Ludwig van Beethoven",1/22/1993,"January 22,1993",90,670,dervla murphy,ludwig van beethoven,A3004
8920,1116,Triple Concerto in C major by Ludwig van Beethoven,1/22/1993,"January 22,1993",90,670,dervla murphy,ludwig van beethoven,A3004
8897,1114,St Matthew Passion - Ich will bei meinem Jesu wachen by Johann Sebastian Bach,2/5/1993,"February 5,1993",90,166,anthony storr,johann sebastian bach,A2427
8903,1114,Goldberg variations by Johann Sebastian Bach,2/5/1993,"February 5,1993",90,166,anthony storr,johann sebastian bach,A2427
8899,1114,33 Variations on a Waltz by Diabelli by Ludwig van Beethoven,2/5/1993,"February 5,1993",90,166,anthony storr,ludwig van beethoven,A3004
8904,1114,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,2/5/1993,"February 5,1993",90,166,anthony storr,wolfgang amadeus mozart,A5418
8892,1113,Vogliatemi bene (from Madama Butterfly) by Giacomo Puccini,2/26/1993,"February 26,1993",90,2636,sir robin butler,giacomo puccini,A1790
8894,1113,Morrò! La mia memoria (from La traviata) by Giuseppe Verdi,2/26/1993,"February 26,1993",90,2636,sir robin butler,giuseppe verdi,A1815
8895,1113,Vesperae solennes de confessore - Laudate Dominum by Wolfgang Amadeus Mozart,2/26/1993,"February 26,1993",90,2636,sir robin butler,wolfgang amadeus mozart,A5418
8881,1112,String Quintet in C major - 2nd movement by Franz Schubert,3/5/1993,"March 5,1993",90,809,elijah moshinsky,franz schubert,A1618
8886,1112,"Piano Sonata No. 21 in B flat major, D960 -2nd movement by Franz Schubert",3/5/1993,"March 5,1993",90,809,elijah moshinsky,franz schubert,A1618
8887,1112,"V'ho ingannato, colpevole fui (from Rigoletto) by Giuseppe Verdi",3/5/1993,"March 5,1993",90,809,elijah moshinsky,giuseppe verdi,A1815
8888,1112,Agnus Dei (from Requiem Mass) by Giuseppe Verdi,3/5/1993,"March 5,1993",90,809,elijah moshinsky,giuseppe verdi,A1815
8882,1112,Gott! Welch Dunkel hier! (from Fidelio) by Ludwig van Beethoven,3/5/1993,"March 5,1993",90,809,elijah moshinsky,ludwig van beethoven,A3004
8883,1112,"Ah, soccorso! (from Don Giovanni) by Wolfgang Amadeus Mozart",3/5/1993,"March 5,1993",90,809,elijah moshinsky,wolfgang amadeus mozart,A5418
8877,1111,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",3/12/1993,"March 12,1993",90,1525,ken livingstone mp,edward elgar,A1326
8874,1111,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,3/12/1993,"March 12,1993",90,1525,ken livingstone mp,giacomo puccini,A1790
8986,1125,Der Doppelgänger (from Schwanengesang) by Franz Schubert,3/21/1993,"March 21,1993",90,440,christabel bielenberg,franz schubert,A1618
8989,1125,"Der Hirt auf dem Felsen (The Shepherd on the Rock), D965 by Franz Schubert",3/21/1993,"March 21,1993",90,440,christabel bielenberg,franz schubert,A1618
9029,1130,String Quartet No. 14 in D minor 'Death and the Maiden' by Franz Schubert,4/2/1993,"April 2,1993",90,1487,juliet stevenson,franz schubert,A1618
9025,1130,"Viola da Gamba Sonata No. 3 in G minor, BWV 1029 by Johann Sebastian Bach",4/2/1993,"April 2,1993",90,1487,juliet stevenson,johann sebastian bach,A2427
9032,1130,Concerto in D minor by Johann Sebastian Bach,4/2/1993,"April 2,1993",90,1487,juliet stevenson,johann sebastian bach,A2427
9026,1130,"Violin Sonata No. 5 in F major, Op. 24 'Spring' by Ludwig van Beethoven",4/2/1993,"April 2,1993",90,1487,juliet stevenson,ludwig van beethoven,A3004
9027,1130,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,4/2/1993,"April 2,1993",90,1487,juliet stevenson,wolfgang amadeus mozart,A5418
8842,1107,The Marriage of Figaro Overture by Wolfgang Amadeus Mozart,4/23/1993,"April 23,1993",90,168,anton edelmann,wolfgang amadeus mozart,A5418
8847,1107,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,4/23/1993,"April 23,1993",90,168,anton edelmann,wolfgang amadeus mozart,A5418
8827,1105,Symphony No. 7 in A major - 2nd movement by Ludwig van Beethoven,5/7/1993,"May 7,1993",90,1354,john boorman,ludwig van beethoven,A3004
8825,1105,Serenade No. 13 in G major 'Eine kleine Nachtmusik' - 1st movement by Wolfgang Amadeus Mozart,5/7/1993,"May 7,1993",90,1354,john boorman,wolfgang amadeus mozart,A5418
8821,1104,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",5/14/1993,"May 14,1993",90,1361,john cole,giuseppe verdi,A1815
8818,1104,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,5/14/1993,"May 14,1993",90,1361,john cole,ludwig van beethoven,A3004
8823,1104,Serenade No. 13 in G major 'Eine kleine Nachtmusik' - 2nd movement by Wolfgang Amadeus Mozart,5/14/1993,"May 14,1993",90,1361,john cole,wolfgang amadeus mozart,A5418
8816,1103,St Matthew Passion - Können Tränen meiner Wangen by Johann Sebastian Bach,5/21/1993,"May 21,1993",90,863,eva burrows,johann sebastian bach,A2427
8814,1103,Clarinet Concerto in A major - 2nd movement by Wolfgang Amadeus Mozart,5/21/1993,"May 21,1993",90,863,eva burrows,wolfgang amadeus mozart,A5418
8770,1098,Goldberg variations by Johann Sebastian Bach,6/25/1993,"June 25,1993",90,1323,joan baez,johann sebastian bach,A2427
8760,1096,Chi il bel sogno di Doretta (from La Rondine) by Giacomo Puccini,7/9/1993,"July 9,1993",90,2109,peter mayle,giacomo puccini,A1790
8755,1096,Goldberg variations - Variation No. 26 by Johann Sebastian Bach,7/9/1993,"July 9,1993",90,2109,peter mayle,johann sebastian bach,A2427
8748,1095,Piano Trio No. 1 in B flat major - 2nd movement by Franz Schubert,7/16/1993,"July 16,1993",90,1937,nicholas hytner,franz schubert,A1618
8746,1095,"Pst, pst, Nannetta (from Falstaff) by Giuseppe Verdi",7/16/1993,"July 16,1993",90,1937,nicholas hytner,giuseppe verdi,A1815
8750,1095,"Ah, taci in giusto core (from Don Gionanni) by Wolfgang Amadeus Mozart",7/16/1993,"July 16,1993",90,1937,nicholas hytner,wolfgang amadeus mozart,A5418
8994,1126,Nessun dorma by Giacomo Puccini,7/23/1993,"July 23,1993",90,953,general h norman schwarzkopf,giacomo puccini,A1790
9100,1139,Sleeping Beauty - Panorama Act 2 by Pyotr Ilyich Tchaikovsky,8/6/1993,"August 6,1993",90,2880,vivienne,pyotr ilyich tchaikovsky,A3932
9102,1139,Piano Concerto No. 21 in C major by Wolfgang Amadeus Mozart,8/6/1993,"August 6,1993",90,2880,vivienne,wolfgang amadeus mozart,A5418
9205,1152,Vissi d'arte (from Tosca) by Giacomo Puccini,8/13/1993,"August 13,1993",90,1341,jocelyn stevens,giacomo puccini,A1790
9016,1128,Introduction and Allegro for Strings by Edward Elgar,8/20/1993,"August 20,1993",90,1482,julie andrews,edward elgar,A1326
9012,1128,Nessun dorma by Giacomo Puccini,8/20/1993,"August 20,1993",90,1482,julie andrews,giacomo puccini,A1790
9190,1150,"Impromptu in A flat major, D935 No. 2 by Franz Schubert",9/3/1993,"September 3,1993",90,1560,lady soames,franz schubert,A1618
9186,1150,Cantata No. 147: Herz und mund und Tat und Leben by Johann Sebastian Bach,9/3/1993,"September 3,1993",90,1560,lady soames,johann sebastian bach,A2427
9185,1150,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,9/3/1993,"September 3,1993",90,1560,lady soames,ludwig van beethoven,A3004
8905,1115,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",9/10/1993,"September 10,1993",90,868,evelyn glennie,edward elgar,A1326
8906,1115,"Well-tempered Clavier, Book 1 - Prelude & Fugue in B flat major by Johann Sebastian Bach",9/10/1993,"September 10,1993",90,868,evelyn glennie,johann sebastian bach,A2427
8740,1094,Symphony No. 5 in C minor - 2nd movement by Ludwig van Beethoven,9/17/1993,"September 17,1993",90,1176,isabel allende,ludwig van beethoven,A3004
8724,1092,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,10/1/1993,"October 1,1993",90,1660,lord palumbo,edward elgar,A1326
8719,1091,Pura siccome un angelo (from La traviata) by Giuseppe Verdi,10/8/1993,"October 8,1993",90,2427,rt hon virginia bottomley mp,giuseppe verdi,A1815
8713,1091,"Exsultate, jubilate by Wolfgang Amadeus Mozart",10/8/1993,"October 8,1993",90,2427,rt hon virginia bottomley mp,wolfgang amadeus mozart,A5418
8682,1087,Prisoners' Chorus (from Fidelio) by Ludwig van Beethoven,11/5/1993,"November 5,1993",90,1460,judge stephen tumin,ludwig van beethoven,A3004
8651,1083,"Madamina, il catalogo è questo (from Don Giovanni) by Wolfgang Amadeus Mozart",12/3/1993,"December 3,1993",90,2735,taki,wolfgang amadeus mozart,A5418
8656,1083,Voi che sapete (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,12/3/1993,"December 3,1993",90,2735,taki,wolfgang amadeus mozart,A5418
8860,1109,Violin Concerto No. 2 in E major by Johann Sebastian Bach,12/5/1993,"December 5,1993",90,2280,richard gregory,johann sebastian bach,A2427
8857,1109,"Piano Sonata No. 30 in E major, Op. 109 by Ludwig van Beethoven",12/5/1993,"December 5,1993",90,2280,richard gregory,ludwig van beethoven,A3004
8864,1109,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,12/5/1993,"December 5,1993",90,2280,richard gregory,wolfgang amadeus mozart,A5418
8806,1102,Recordare (from Requiem Mass) by Giuseppe Verdi,12/10/1993,"December 10,1993",90,1676,lord weinstock,giuseppe verdi,A1815
8803,1102,Symphony No. 9 in D minor 'Choral' - 3rd movement by Ludwig van Beethoven,12/10/1993,"December 10,1993",90,1676,lord weinstock,ludwig van beethoven,A3004
8802,1102,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,12/10/1993,"December 10,1993",90,1676,lord weinstock,wolfgang amadeus mozart,A5418
8793,1101,Sea Pictures - Where corals lie by Edward Elgar,12/17/1993,"December 17,1993",90,1515,kaye webb,edward elgar,A1326
8648,1082,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",12/24/1993,"December 24,1993",90,2126,phil collins,edward elgar,A1326
8617,1079,Se vuol ballare (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,1/14/1994,"January 14,1994",90,1152,ian hislop,wolfgang amadeus mozart,A5418
8609,1078,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,1/21/1994,"January 21,1994",90,2567,sir harrison birtwistle,franz schubert,A1618
8610,1078,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,1/21/1994,"January 21,1994",90,2567,sir harrison birtwistle,wolfgang amadeus mozart,A5418
25718,3216,Mass in B minor - Sanctus by Johann Sebastian Bach,2/11/1994,"February 11,1994",90,725,douglas adams,johann sebastian bach,A2427
25719,3216,"Chorale Prelude: Ach, bleib bei uns, Herr Jesu Christ by Johann Sebastian Bach",2/11/1994,"February 11,1994",90,725,douglas adams,johann sebastian bach,A2427
25721,3216,Italian Concerto in F major - 3rd movement by Johann Sebastian Bach,2/11/1994,"February 11,1994",90,725,douglas adams,johann sebastian bach,A2427
8587,1075,Nutcracker Suite - Dance of the Sugar Plum Fairy by Pyotr Ilyich Tchaikovsky,2/18/1994,"February 18,1994",90,2375,rosemary verey,pyotr ilyich tchaikovsky,A3932
8569,1073,"Piano Trio No. 2 in E-flat major, Op. 100, D. 929 by Franz Schubert",3/4/1994,"March 4,1994",90,892,frances partridge,franz schubert,A1618
8576,1073,Dio che nell'alma infondere  (from Don Carlos) by Giuseppe Verdi,3/4/1994,"March 4,1994",90,892,frances partridge,giuseppe verdi,A1815
8573,1073,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,3/4/1994,"March 4,1994",90,892,frances partridge,wolfgang amadeus mozart,A5418
8711,1090,"Piano Sonata No. 21 in B flat major, D960 by Franz Schubert",3/13/1994,"March 13,1994",90,1591,lesley garrett,franz schubert,A1618
8696,1088,Preludio sinfonico (Symphonic Prelude) by Giacomo Puccini,3/18/1994,"March 18,1994",90,1538,kenny everett,giacomo puccini,A1790
8781,1099,Sleeping Beauty - Rose Adagio by Pyotr Ilyich Tchaikovsky,3/20/1994,"March 20,1994",90,2392,rt hon betty boothroyd mp,pyotr ilyich tchaikovsky,A3932
8553,1071,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,4/1/1994,"April 1,1994",90,507,conrad black,ludwig van beethoven,A3004
8560,1071,1812 Overture by Pyotr Ilyich Tchaikovsky,4/1/1994,"April 1,1994",90,507,conrad black,pyotr ilyich tchaikovsky,A3932
8537,1069,La donna è mobile (from Rigoletto) by Giuseppe Verdi,4/15/1994,"April 15,1994",90,2347,roger mcgough,giuseppe verdi,A1815
8533,1068,St John Passion by Johann Sebastian Bach,4/22/1994,"April 22,1994",90,37,alan hacker,johann sebastian bach,A2427
8530,1068,La finta giardiniera by Wolfgang Amadeus Mozart,4/22/1994,"April 22,1994",90,37,alan hacker,wolfgang amadeus mozart,A5418
8490,1063,Swan Lake - Waltz by Pyotr Ilyich Tchaikovsky,5/27/1994,"May 27,1994",90,356,britt ekland,pyotr ilyich tchaikovsky,A3932
8495,1063,Requiem in D minor - Dies Irae by Wolfgang Amadeus Mozart,5/27/1994,"May 27,1994",90,356,britt ekland,wolfgang amadeus mozart,A5418
8484,1062,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,6/3/1994,"June 3,1994",90,2119,peter scudamore,ludwig van beethoven,A3004
8474,1061,La donna è mobile (from Rigoletto) by Giuseppe Verdi,6/10/1994,"June 10,1994",90,1885,milton shulman,giuseppe verdi,A1815
8477,1061,Sleeping Beauty Capriccio Italien by Pyotr Ilyich Tchaikovsky,6/10/1994,"June 10,1994",90,1885,milton shulman,pyotr ilyich tchaikovsky,A3932
8464,1059,"Auflösung, D807 by Franz Schubert",6/24/1994,"June 24,1994",90,353,brian sewell,franz schubert,A1618
8460,1059,"Komm, Hoffnung (from Fidelio) by Ludwig van Beethoven",6/24/1994,"June 24,1994",90,353,brian sewell,ludwig van beethoven,A3004
8459,1059,"Porgi, amor (from The Marriage of Figaro) by Wolfgang Amadeus Mozart",6/24/1994,"June 24,1994",90,353,brian sewell,wolfgang amadeus mozart,A5418
8453,1058,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,7/1/1994,"July 1,1994",90,1367,john drummond,wolfgang amadeus mozart,A5418
8447,1057,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,7/8/1994,"July 8,1994",90,662,derek jameson,edward elgar,A1326
8445,1057,E Lucevan Le Stelle (from Tosca) by Giacomo Puccini,7/8/1994,"July 8,1994",90,662,derek jameson,giacomo puccini,A1790
8448,1057,"Si, mi chiamano Mimi (from La Bohème) by Giacomo Puccini",7/8/1994,"July 8,1994",90,662,derek jameson,giacomo puccini,A1790
8676,1086,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,7/22/1994,"July 22,1994",90,2726,sybil marshall,ludwig van beethoven,A3004
8679,1086,"Exsultate, jubilate - Alleluia by Wolfgang Amadeus Mozart",7/22/1994,"July 22,1994",90,2726,sybil marshall,wolfgang amadeus mozart,A5418
8670,1085,Nessun dorma by Giacomo Puccini,7/29/1994,"July 29,1994",90,2490,shirley anne field,giacomo puccini,A1790
8671,1085,Piano Concerto No. 1 in C major by Ludwig van Beethoven,7/29/1994,"July 29,1994",90,2490,shirley anne field,ludwig van beethoven,A3004
8667,1085,Symphony No. 6 in B minor 'Pathétique' - 1st movement by Pyotr Ilyich Tchaikovsky,7/29/1994,"July 29,1994",90,2490,shirley anne field,pyotr ilyich tchaikovsky,A3932
8766,1097,Dio che nell'alma infondere  (from Don Carlos) by Giuseppe Verdi,8/5/1994,"August 5,1994",90,2597,sir leon brittan,giuseppe verdi,A1815
8761,1097,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",8/5/1994,"August 5,1994",90,2597,sir leon brittan,johann sebastian bach,A2427
8768,1097,Finale (from Die Entführung aus dem Serail) by Wolfgang Amadeus Mozart,8/5/1994,"August 5,1994",90,2597,sir leon brittan,wolfgang amadeus mozart,A5418
8704,1089,Clarinet Quintet in A major - 2nd movement by Wolfgang Amadeus Mozart,8/19/1994,"August 19,1994",90,2241,raymond seitz,wolfgang amadeus mozart,A5418
8833,1106,Nei giardin del bello (from Don Carlos) by Giuseppe Verdi,8/26/1994,"August 26,1994",90,224,baroness blackstone,giuseppe verdi,A1815
8839,1106,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,8/26/1994,"August 26,1994",90,224,baroness blackstone,ludwig van beethoven,A3004
8838,1106,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,8/26/1994,"August 26,1994",90,224,baroness blackstone,wolfgang amadeus mozart,A5418
8661,1084,Concerto For Three Violins in D major by Johann Sebastian Bach,9/2/1994,"September 2,1994",90,714,doris lessing,johann sebastian bach,A2427
8662,1084,S'altro che lagrime (from La Clemenza di Tito) by Wolfgang Amadeus Mozart,9/2/1994,"September 2,1994",90,714,doris lessing,wolfgang amadeus mozart,A5418
8631,1080,"13 Variations on Trockne Blumen, D802 by Franz Schubert",9/9/1994,"September 9,1994",90,1998,oliver sacks,franz schubert,A1618
8626,1080,Mass in B minor  - Et in carnaus est by Johann Sebastian Bach,9/9/1994,"September 9,1994",90,1998,oliver sacks,johann sebastian bach,A2427
8632,1080,"String Quartet No.14 in C sharp minor, Op. 131 by Ludwig van Beethoven",9/9/1994,"September 9,1994",90,1998,oliver sacks,ludwig van beethoven,A3004
8629,1080,"Don Giovanni Act 2, Scene 6 by Wolfgang Amadeus Mozart",9/9/1994,"September 9,1994",90,1998,oliver sacks,wolfgang amadeus mozart,A5418
8418,1054,"St Matthew Passion - Kommt, ihr Töchter by Johann Sebastian Bach",9/23/1994,"September 23,1994",90,1420,john tavener,johann sebastian bach,A2427
8421,1054,Nutcracker Suite by Pyotr Ilyich Tchaikovsky,9/23/1994,"September 23,1994",90,1420,john tavener,pyotr ilyich tchaikovsky,A3932
8422,1054,Pa-Pa-Pa-Papagena (from The Magic Flute) by Wolfgang Amadeus Mozart,9/23/1994,"September 23,1994",90,1420,john tavener,wolfgang amadeus mozart,A5418
8405,1052,Dies irae (from Requiem Mass) by Giuseppe Verdi,10/7/1994,"October 7,1994",90,2178,professor james fenton,giuseppe verdi,A1815
8396,1051,Vissi d'arte (from Tosca) by Giacomo Puccini,10/14/1994,"October 14,1994",90,1283,jeanette winterson,giacomo puccini,A1790
8394,1051,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,10/14/1994,"October 14,1994",90,1283,jeanette winterson,wolfgang amadeus mozart,A5418
8388,1050,Rosamunde  - Entr'acte in D major by Franz Schubert,10/21/1994,"October 21,1994",90,2562,sir george christie,franz schubert,A1618
8389,1050,"Schiudi, inferno, la bocca (from Macbeth) by Giuseppe Verdi",10/21/1994,"October 21,1994",90,2562,sir george christie,giuseppe verdi,A1815
8385,1050,Zeffiretti lusinghieri (from Idomeneo) by Wolfgang Amadeus Mozart,10/21/1994,"October 21,1994",90,2562,sir george christie,wolfgang amadeus mozart,A5418
8348,1045,Act 1 Duet (from Madama Butterfly) by Giacomo Puccini,11/25/1994,"November 25,1994",90,1019,glenys kinnock,giacomo puccini,A1790
8349,1045,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,11/25/1994,"November 25,1994",90,1019,glenys kinnock,ludwig van beethoven,A3004
