Unique Identifier,episode_ref,track_name,date,date_text,decade,castaway_ref,std_name,std_artist,std_artist_id
20700,2588,Toccata and Fugue in D Minor by Johann Sebastian Bach/Stokowski,3/26/1962,"March 26,1962",60,2234,raymond glendenning,johann sebastian bach,A2427
22861,2859,Finch'han dal vino (from Don Giovanni) by Wolfgang Amadeus Mozart,4/2/1962,"April 2,1962",60,906,frank launder sidney gilliat,wolfgang amadeus mozart,A5418
20686,2587,In questa Reggia (from Turandot) by Giacomo Puccini,4/9/1962,"April 9,1962",60,1601,leslie phillips,giacomo puccini,A1790
22856,2858,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,4/23/1962,"April 23,1962",60,2326,robert morley,giacomo puccini,A1790
20661,2584,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,5/7/1962,"May 7,1962",60,1595,leslie crowther,ludwig van beethoven,A3004
20657,2583,"Swan Lake - Act 1, Waltz by Peter Ilyich Tchaikovsky",5/14/1962,"May 14,1962",60,2553,sir fitzroy maclean,pyotr ilyich tchaikovsky,A3932
20653,2583,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,5/14/1962,"May 14,1962",60,2553,sir fitzroy maclean,wolfgang amadeus mozart,A5418
20660,2583,Voi che sapete (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,5/14/1962,"May 14,1962",60,2553,sir fitzroy maclean,wolfgang amadeus mozart,A5418
20647,2582,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",5/21/1962,"May 21,1962",60,2498,sidney nolan,ludwig van beethoven,A3004
20643,2581,O soave fanciulla (from La Bohème) by Giacomo Puccini,5/28/1962,"May 28,1962",60,2515,sir alan cobham,giacomo puccini,A1790
20644,2581,Symphony No. 4 In F Minor by Peter Ilyich Tchaikovsky,5/28/1962,"May 28,1962",60,2515,sir alan cobham,pyotr ilyich tchaikovsky,A3932
20636,2580,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",6/4/1962,"June 4,1962",60,842,eric hosking,edward elgar,A1326
20632,2580,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",6/4/1962,"June 4,1962",60,842,eric hosking,johann sebastian bach,A2427
20629,2580,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,6/4/1962,"June 4,1962",60,842,eric hosking,ludwig van beethoven,A3004
20621,2579,In diesen heil'gen Hallen (from The Magic Flute) by Wolfgang Amadeus Mozart,6/11/1962,"June 11,1962",60,86,alistair cooke,wolfgang amadeus mozart,A5418
20615,2578,Addio del passato (from La traviata) by Giuseppe Verdi,6/18/1962,"June 18,1962",60,1013,giovanni martinelli,giuseppe verdi,A1815
20620,2578,Ernani involami (from Ernani) by Giuseppe Verdi,6/18/1962,"June 18,1962",60,1013,giovanni martinelli,giuseppe verdi,A1815
20613,2578,Il mio tesoro (from Don Giovanni) by Wolfgang Amadeus Mozart,6/18/1962,"June 18,1962",60,1013,giovanni martinelli,wolfgang amadeus mozart,A5418
20609,2577,Symphony No. 6 in B minor 'Pathétique' by Peter Ilyich Tchaikovsky,6/25/1962,"June 25,1962",60,1348,john allegro,pyotr ilyich tchaikovsky,A3932
20610,2577,Symphony No. 33 in B flat major by Wolfgang Amadeus Mozart,6/25/1962,"June 25,1962",60,1348,john allegro,wolfgang amadeus mozart,A5418
20597,2576,St Matthew Passion - Wir setzen uns mit Tränen nieder by Johann Sebastian Bach,7/2/1962,"July 2,1962",60,918,franklin engelmann,johann sebastian bach,A2427
20604,2576,Brandenburg Concerto No. 2 in F major by Johann Sebastian Bach,7/2/1962,"July 2,1962",60,918,franklin engelmann,johann sebastian bach,A2427
20591,2575,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",7/9/1962,"July 9,1962",60,2698,stephen spender,ludwig van beethoven,A3004
20589,2575,Lo sdegno calmate (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,7/9/1962,"July 9,1962",60,2698,stephen spender,wolfgang amadeus mozart,A5418
20573,2573,Cello Concerto in E Minor by Edward Elgar,7/23/1962,"July 23,1962",60,2060,paul rogers,edward elgar,A1326
20578,2573,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,7/23/1962,"July 23,1962",60,2060,paul rogers,johann sebastian bach,A2427
20579,2573,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",7/23/1962,"July 23,1962",60,2060,paul rogers,ludwig van beethoven,A3004
20577,2573,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,7/23/1962,"July 23,1962",60,2060,paul rogers,wolfgang amadeus mozart,A5418
20560,2571,La traviata Prelude to Act 1 by Giuseppe Verdi,8/6/1962,"August 6,1962",60,422,charlie chester,giuseppe verdi,A1815
20550,2570,Piano Concerto No. 3 in C minor by Ludwig van Beethoven,8/13/1962,"August 13,1962",60,1624,lionel tertis,ludwig van beethoven,A3004
20534,2568,Bella figlia dell'amore (from Rigoletto) by Giuseppe Verdi,8/27/1962,"August 27,1962",60,1753,mario del monaco,giuseppe verdi,A1815
20539,2568,Fuoco di gioia! (from Otello) by Giuseppe Verdi,8/27/1962,"August 27,1962",60,1753,mario del monaco,giuseppe verdi,A1815
20535,2568,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,8/27/1962,"August 27,1962",60,1753,mario del monaco,ludwig van beethoven,A3004
20520,2566,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",9/10/1962,"September 10,1962",60,2682,stanley unwin,johann sebastian bach,A2427
20522,2566,Suite for Solo Cello No. 3 in C major by Johann Sebastian Bach/Segovia,9/10/1962,"September 10,1962",60,2682,stanley unwin,johann sebastian bach,A2427
20517,2566,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,9/10/1962,"September 10,1962",60,2682,stanley unwin,ludwig van beethoven,A3004
20512,2565,"Piano Sonata No. 8 in C minor, Op. 13 'Pathétique' by Ludwig van Beethoven",9/17/1962,"September 17,1962",60,1552,l hugh newman,ludwig van beethoven,A3004
20505,2564,Grand March (from Aida) by Giuseppe Verdi,9/24/1962,"September 24,1962",60,2105,peter jones,giuseppe verdi,A1815
20508,2564,Violin Concerto in D major by Ludwig van Beethoven,9/24/1962,"September 24,1962",60,2105,peter jones,ludwig van beethoven,A3004
20499,2563,Violin Concerto in B Minor by Edward Elgar,10/1/1962,"October 1,1962",60,175,anthony hopkins,edward elgar,A1326
20497,2563,String Quintet in C major by Franz Schubert,10/1/1962,"October 1,1962",60,175,anthony hopkins,franz schubert,A1618
20496,2563,Sull'aria (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,10/1/1962,"October 1,1962",60,175,anthony hopkins,wolfgang amadeus mozart,A5418
20485,2562,Concerto for Two Violins in D minor by Johann Sebastian Bach,10/8/1962,"October 8,1962",60,1054,gwen ffrangcon davies,johann sebastian bach,A2427
20492,2562,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",10/8/1962,"October 8,1962",60,1054,gwen ffrangcon davies,johann sebastian bach,A2427
20489,2562,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,10/8/1962,"October 8,1962",60,1054,gwen ffrangcon davies,ludwig van beethoven,A3004
20487,2562,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,10/8/1962,"October 8,1962",60,1054,gwen ffrangcon davies,wolfgang amadeus mozart,A5418
20480,2561,Symphony No. 5 in C minor by Ludwig van Beethoven,10/15/1962,"October 15,1962",60,872,fanny johnnie cradock,ludwig van beethoven,A3004
20484,2561,"None but the lonely heart, Op. 6/6 by Peter Ilyich Tchaikovsky",10/15/1962,"October 15,1962",60,872,fanny johnnie cradock,pyotr ilyich tchaikovsky,A3932
20482,2561,Oboe Concerto in C major by Wolfgang Amadeus Mozart,10/15/1962,"October 15,1962",60,872,fanny johnnie cradock,wolfgang amadeus mozart,A5418
20472,2560,O terra addio (from Aida) by Giuseppe Verdi,10/22/1962,"October 22,1962",60,1987,norman tucker,giuseppe verdi,A1815
20470,2560,Violin Concerto in D major by Ludwig van Beethoven,10/22/1962,"October 22,1962",60,1987,norman tucker,ludwig van beethoven,A3004
20474,2560,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",10/22/1962,"October 22,1962",60,1987,norman tucker,ludwig van beethoven,A3004
20469,2560,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,10/22/1962,"October 22,1962",60,1987,norman tucker,wolfgang amadeus mozart,A5418
20465,2559,"Well-tempered Clavier, Book 1 - Prelude & Fugue in C major by Johann Sebastian Bach",10/29/1962,"October 29,1962",60,2015,pamela hansford johnson,johann sebastian bach,A2427
20467,2559,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,10/29/1962,"October 29,1962",60,2015,pamela hansford johnson,johann sebastian bach,A2427
20468,2559,A Mighty Fortress is Our God by Johann Sebastian Bach/Luther,10/29/1962,"October 29,1962",60,2015,pamela hansford johnson,johann sebastian bach,A2427
20459,2558,Cantata No. 54: Widerstehe doch der Sünde by Johann Sebastian Bach,11/5/1962,"November 5,1962",60,985,george shearing,johann sebastian bach,A2427
20446,2557,Serenade for Strings In E minor by Edward Elgar,11/10/1962,"November 10,1962",60,2838,val gielgud,edward elgar,A1326
20452,2557,Symphony No. 6 in B minor 'Pathétique' by Peter Ilyich Tchaikovsky,11/10/1962,"November 10,1962",60,2838,val gielgud,pyotr ilyich tchaikovsky,A3932
20444,2556,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",11/12/1962,"November 12,1962",60,749,dr robert stopford,edward elgar,A1326
20438,2556,Mass in B Minor - Credo by Johann Sebastian Bach,11/12/1962,"November 12,1962",60,749,dr robert stopford,johann sebastian bach,A2427
20439,2556,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",11/12/1962,"November 12,1962",60,749,dr robert stopford,johann sebastian bach,A2427
20426,2554,"Si, mi chiamano Mimi (from La Bohème) by Giacomo Puccini",11/26/1962,"November 26,1962",60,2117,peter saunders,giacomo puccini,A1790
20424,2554,Romeo and Juliet Fantasy Overture by Peter Ilyich Tchaikovsky,11/26/1962,"November 26,1962",60,2117,peter saunders,pyotr ilyich tchaikovsky,A3932
20413,2553,Brandenburg Concerto No. 1 in F Major by Johann Sebastian Bach,12/3/1962,"December 3,1962",60,131,anna russell,johann sebastian bach,A2427
20414,2553,Symphony No. 5 in E minor by Peter Ilyich Tchaikovsky,12/3/1962,"December 3,1962",60,131,anna russell,pyotr ilyich tchaikovsky,A3932
20403,2551,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",12/17/1962,"December 17,1962",60,4,a g street,ludwig van beethoven,A3004
20378,2548,Fugue in G Minor by Johann Sebastian Bach/Stokowski,12/31/1962,"December 31,1962",60,983,george mitchell,johann sebastian bach,A2427
20360,2546,"Don Juan's Serenade, Op. 38/1 by Peter Ilyich Tchaikovsky",1/14/1963,"January 14,1963",60,245,basil boothroyd,pyotr ilyich tchaikovsky,A3932
20361,2546,Piano Concerto No. 23 in A major - 1st movement (opening) by Wolfgang Amadeus Mozart,1/14/1963,"January 14,1963",60,245,basil boothroyd,wolfgang amadeus mozart,A5418
20349,2545,The Flower (from Lilac Time) by Franz Schubert/Clutsam,1/19/1963,"January 19,1963",60,1001,gerry lee,franz schubert,A1618
20348,2544,The Dream of Gerontius -  Sanctus fortis by Edward Elgar,1/21/1963,"January 21,1963",60,2287,richard lewis,edward elgar,A1326
20342,2544,Dalla sua pace (from Don Giovanni) by Wolfgang Amadeus Mozart,1/21/1963,"January 21,1963",60,2287,richard lewis,wolfgang amadeus mozart,A5418
20343,2544,Andrò ramingo e solo (from Idomeneo) by Wolfgang Amadeus Mozart,1/21/1963,"January 21,1963",60,2287,richard lewis,wolfgang amadeus mozart,A5418
20340,2543,Dies irae (from Requiem Mass) by Giuseppe Verdi,1/28/1963,"January 28,1963",60,1971,noel coward,giuseppe verdi,A1815
20328,2542,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,2/4/1963,"February 4,1963",60,2595,sir learie constantine,ludwig van beethoven,A3004
20321,2541,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,2/11/1963,"February 11,1963",60,1837,michael bentine,ludwig van beethoven,A3004
20309,2540,Symphony No. 5 in C minor by Ludwig van Beethoven,2/18/1963,"February 18,1963",60,2204,quentin reynolds,ludwig van beethoven,A3004
20303,2539,"O, Isis und Osiris (from The Magic Flute) by Wolfgang Amadeus Mozart",2/25/1963,"February 25,1963",60,522,cyril ornadel,wolfgang amadeus mozart,A5418
20283,2536,Dies irae (from Requiem Mass) by Giuseppe Verdi,3/18/1963,"March 18,1963",60,759,dudley perkins,giuseppe verdi,A1815
20277,2536,Brandenburg Concerto No. 2 in F major by Johann Sebastian Bach,3/18/1963,"March 18,1963",60,759,dudley perkins,johann sebastian bach,A2427
20281,2536,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,3/18/1963,"March 18,1963",60,759,dudley perkins,ludwig van beethoven,A3004
20284,2536,Piano Concerto No. 4 In G major by Ludwig van Beethoven,3/18/1963,"March 18,1963",60,759,dudley perkins,ludwig van beethoven,A3004
20280,2536,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,3/18/1963,"March 18,1963",60,759,dudley perkins,wolfgang amadeus mozart,A5418
20270,2535,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,3/25/1963,"March 25,1963",60,1596,leslie gilbert illingworth,ludwig van beethoven,A3004
20257,2533,Symphony No. 6 in B minor 'Pathétique' by Peter Ilyich Tchaikovsky,4/8/1963,"April 8,1963",60,2748,ted willis,pyotr ilyich tchaikovsky,A3932
20244,2531,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,4/22/1963,"April 22,1963",60,1758,marjorie proops,ludwig van beethoven,A3004
22848,2857,Violin Concerto in D major by Ludwig van Beethoven,4/27/1963,"April 27,1963",60,2880,vivienne,ludwig van beethoven,A3004
20232,2530,Horn Concerto No. 4 In E flat major by Wolfgang Amadeus Mozart,4/29/1963,"April 29,1963",60,968,george chisholm,wolfgang amadeus mozart,A5418
20206,2527,"Die Forelle (The Trout), D550 by Franz Schubert",5/20/1963,"May 20,1963",60,2379,rowland emett,franz schubert,A1618
20209,2527,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,5/20/1963,"May 20,1963",60,2379,rowland emett,johann sebastian bach,A2427
20210,2527,"String Quartet No. 8 In E minor, Op. 59/2 'Rasumovsky' by Ludwig van Beethoven",5/20/1963,"May 20,1963",60,2379,rowland emett,ludwig van beethoven,A3004
20205,2527,Oboe Concerto in C major by Wolfgang Amadeus Mozart,5/20/1963,"May 20,1963",60,2379,rowland emett,wolfgang amadeus mozart,A5418
20198,2526,"Die Forelle (The Trout), D550 by Franz Schubert",5/27/1963,"May 27,1963",60,316,birgit nilsson,franz schubert,A1618
20200,2526,Nessun dorma by Giacomo Puccini,5/27/1963,"May 27,1963",60,316,birgit nilsson,giacomo puccini,A1790
20190,2525,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",6/3/1963,"June 3,1963",60,237,barry bucknell,johann sebastian bach,A2427
20196,2525,Violin Concerto in D major by Ludwig van Beethoven,6/3/1963,"June 3,1963",60,237,barry bucknell,ludwig van beethoven,A3004
20186,2524,Brandenburg Concerto No. 3 in G major by Johann Sebastian Bach,6/10/1963,"June 10,1963",60,862,eva bartok,johann sebastian bach,A2427
20182,2524,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,6/10/1963,"June 10,1963",60,862,eva bartok,ludwig van beethoven,A3004
20187,2524,Symphony No. 7 in A major by Ludwig van Beethoven,6/10/1963,"June 10,1963",60,862,eva bartok,ludwig van beethoven,A3004
20171,2522,Nessun dorma by Giacomo Puccini,6/24/1963,"June 24,1963",60,280,beryl reid,giacomo puccini,A1790
20172,2522,Orchestral Suite No. 3 in D major by Johann Sebastian Bach,6/24/1963,"June 24,1963",60,280,beryl reid,johann sebastian bach,A2427
20158,2521,"Piano Sonata No. 21 in B flat major, D960 by Franz Schubert",7/1/1963,"July 1,1963",60,335,boyd neel,franz schubert,A1618
20161,2521,"String Quartet No. 16 in F major, Op. 135 by Ludwig van Beethoven",7/1/1963,"July 1,1963",60,335,boyd neel,ludwig van beethoven,A3004
20159,2521,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,7/1/1963,"July 1,1963",60,335,boyd neel,wolfgang amadeus mozart,A5418
20155,2520,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",7/8/1963,"July 8,1963",60,1488,juliette greco,johann sebastian bach,A2427
20156,2520,Symphony No. 7 in A major by Ludwig van Beethoven,7/8/1963,"July 8,1963",60,1488,juliette greco,ludwig van beethoven,A3004
20149,2520,Serenade No. 13 in G major 'Eine kleine Nachtmusik' by Wolfgang Amadeus Mozart,7/8/1963,"July 8,1963",60,1488,juliette greco,wolfgang amadeus mozart,A5418
20151,2520,Piano Concerto No. 23 in A major by Wolfgang Amadeus Mozart,7/8/1963,"July 8,1963",60,1488,juliette greco,wolfgang amadeus mozart,A5418
20137,2518,La traviata Prelude to Act 1 by Giuseppe Verdi,7/15/1963,"July 15,1963",60,989,geraint evans,giuseppe verdi,A1815
20140,2518,The Marriage of Figaro Overture by Wolfgang Amadeus Mozart,7/15/1963,"July 15,1963",60,989,geraint evans,wolfgang amadeus mozart,A5418
20126,2517,In questa Reggia (from Turandot) by Giacomo Puccini,7/22/1963,"July 22,1963",60,2880,vivienne,giacomo puccini,A1790
20129,2517,Vissi d'arte (from Tosca) by Giacomo Puccini,7/22/1963,"July 22,1963",60,2880,vivienne,giacomo puccini,A1790
20131,2517,Violin Concerto in D major by Ludwig van Beethoven,7/22/1963,"July 22,1963",60,2880,vivienne,ludwig van beethoven,A3004
20079,2511,Cockaigne Overture by Edward Elgar,8/26/1963,"August 26,1963",60,746,dr reginald jacques,edward elgar,A1326
20077,2511,Cantata No. 82: Ich habe genug by Johann Sebastian Bach,8/26/1963,"August 26,1963",60,746,dr reginald jacques,johann sebastian bach,A2427
20080,2511,"St Matthew Passion - O Mensch, bewein' dein' Sünde gross by Johann Sebastian Bach",8/26/1963,"August 26,1963",60,746,dr reginald jacques,johann sebastian bach,A2427
20081,2511,St Matthew Passion - Erbarme dich by Johann Sebastian Bach,8/26/1963,"August 26,1963",60,746,dr reginald jacques,johann sebastian bach,A2427
20078,2511,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,8/26/1963,"August 26,1963",60,746,dr reginald jacques,wolfgang amadeus mozart,A5418
20062,2509,Enigma Variations by Edward Elgar,9/9/1963,"September 9,1963",60,2231,raymond baxter,edward elgar,A1326
20058,2508,Quel viso santo (from Otello) by Giuseppe Verdi,9/16/1963,"September 16,1963",60,1978,norman del mar,giuseppe verdi,A1815
20053,2508,Mass in B minor - Et in unum Dominum by Johann Sebastian Bach,9/16/1963,"September 16,1963",60,1978,norman del mar,johann sebastian bach,A2427
20055,2508,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,9/16/1963,"September 16,1963",60,1978,norman del mar,ludwig van beethoven,A3004
20043,2506,Gavotte from Partita in E Major for Unaccompanied Violin by Johann Sebastian Bach/Segovia,10/7/1963,"October 7,1963",60,266,bernard cribbins,johann sebastian bach,A2427
20029,2504,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",10/19/1963,"October 19,1963",60,1984,norman shelley,johann sebastian bach,A2427
20025,2504,Symphony No. 3 in E flat major 'Eroica' by Ludwig van Beethoven,10/19/1963,"October 19,1963",60,1984,norman shelley,ludwig van beethoven,A3004
20021,2503,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",10/21/1963,"October 21,1963",60,19,admiral sir michael maynard denny,edward elgar,A1326
20017,2503,Nutcracker ballet - Act  2 Pas de deux by Peter Ilyich Tchaikovsky,10/21/1963,"October 21,1963",60,19,admiral sir michael maynard denny,pyotr ilyich tchaikovsky,A3932
20013,2502,Symphony No. 7 in E flat major by Peter Ilyich Tchaikovsky,10/28/1963,"October 28,1963",60,2039,patrick moore,pyotr ilyich tchaikovsky,A3932
19999,2501,Chi il bel sogno di Doretta (from La Rondine) by Giacomo Puccini,11/4/1963,"November 4,1963",60,1325,joan bennett,giacomo puccini,A1790
19990,2500,The Wand of Youth Suite No. 2 - March by Edward Elgar,11/11/1963,"November 11,1963",60,2696,stephen potter,edward elgar,A1326
19994,2500,Concerto for Two Violins in D minor by Johann Sebastian Bach,11/11/1963,"November 11,1963",60,2696,stephen potter,johann sebastian bach,A2427
19996,2500,"Toccata, Adagio and Fugue in C Major by Johann Sebastian Bach",11/11/1963,"November 11,1963",60,2696,stephen potter,johann sebastian bach,A2427
19992,2500,"String Quartet No. 4 in C minor, Op. 18/4 by Ludwig van Beethoven",11/11/1963,"November 11,1963",60,2696,stephen potter,ludwig van beethoven,A3004
19983,2499,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,11/18/1963,"November 18,1963",60,1034,gordon pirie,edward elgar,A1326
19975,2498,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,11/25/1963,"November 25,1963",60,2354,ron grainer,johann sebastian bach,A2427
19969,2497,"Ave Maria (Ellens Gesang III), D839 by Franz Schubert",12/2/1963,"December 2,1963",60,2734,t r robinson,franz schubert,A1618
19959,2496,Pomp & Circumstance March No. 4 in G major by Edward Elgar,12/9/1963,"December 9,1963",60,1884,millicent martin,edward elgar,A1326
19962,2496,In questa Reggia (from Turandot) by Giacomo Puccini,12/9/1963,"December 9,1963",60,1884,millicent martin,giacomo puccini,A1790
19965,2496,Fugue in D minor by Johann Sebastian Bach,12/9/1963,"December 9,1963",60,1884,millicent martin,johann sebastian bach,A2427
19955,2495,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,ludwig van beethoven,A3004
19956,2495,Waltz (from Eugene Onegin) by Peter Ilyich Tchaikovsky,12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,pyotr ilyich tchaikovsky,A3932
19951,2495,"Divertimento in E flat major for String Trio, K 563 by Wolfgang Amadeus Mozart",12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,wolfgang amadeus mozart,A5418
19952,2495,"Ruhe sanft, mein holdes Leben (from Zäide) by Wolfgang Amadeus Mozart",12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,wolfgang amadeus mozart,A5418
19953,2495,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,wolfgang amadeus mozart,A5418
19954,2495,Dies Bildnis ist bezaubernd schön (from The Magic Flute) by Wolfgang Amadeus Mozart,12/16/1963,"December 16,1963",60,1066,harford montgomery hyde,wolfgang amadeus mozart,A5418
19946,2494,Madama Butterfly Act 2 (finale) by Giacomo Puccini,12/23/1963,"December 23,1963",60,1951,nicolai poliakoff,giacomo puccini,A1790
19944,2494,Swan Lake by Peter Ilyich Tchaikovsky,12/23/1963,"December 23,1963",60,1951,nicolai poliakoff,pyotr ilyich tchaikovsky,A3932
19937,2493,Piano Trio No. 1 in B flat major by Franz Schubert,12/30/1963,"December 30,1963",60,2139,phyllis sellick,franz schubert,A1618
19939,2493,Concerto for Two Violins in D minor by Johann Sebastian Bach,12/30/1963,"December 30,1963",60,2139,phyllis sellick,johann sebastian bach,A2427
19928,2492,Toccata and Fugue in D Minor by Johann Sebastian Bach/Stokowski,1/4/1964,"January 4,1964",60,716,dorita pepe,johann sebastian bach,A2427
19921,2491,Piano Concerto No. 1 in B flat minor by Peter Ilyich Tchaikovsky,1/6/1964,"January 6,1964",60,861,ethel revnell,pyotr ilyich tchaikovsky,A3932
19916,2490,Violin Concerto in B Minor by Edward Elgar,1/13/1964,"January 13,1964",60,1593,leslie baily,edward elgar,A1326
19910,2490,Sleeping Beauty - Act 3 Pas de deux by Peter Ilyich Tchaikovsky,1/13/1964,"January 13,1964",60,1593,leslie baily,pyotr ilyich tchaikovsky,A3932
19903,2489,Symphony No. 1 in A flat major by Edward Elgar,1/20/1964,"January 20,1964",60,2265,richard attenborough,edward elgar,A1326
19909,2489,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,1/20/1964,"January 20,1964",60,2265,richard attenborough,ludwig van beethoven,A3004
19904,2489,Nutcracker Suite by Peter Ilyich Tchaikovsky,1/20/1964,"January 20,1964",60,2265,richard attenborough,pyotr ilyich tchaikovsky,A3932
19894,2488,Dies irae (from Requiem Mass) by Giuseppe Verdi,1/27/1964,"January 27,1964",60,2244,regina resnik,giuseppe verdi,A1815
19898,2488,Symphony No. 7 in A major by Ludwig van Beethoven,1/27/1964,"January 27,1964",60,2244,regina resnik,ludwig van beethoven,A3004
19901,2488,Piano Concerto No. 2 in G major by Peter Ilyich Tchaikovsky,1/27/1964,"January 27,1964",60,2244,regina resnik,pyotr ilyich tchaikovsky,A3932
19887,2487,Nessun dorma by Giacomo Puccini,2/3/1964,"February 3,1964",60,1482,julie andrews,giacomo puccini,A1790
19880,2486,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",2/8/1964,"February 8,1964",60,2921,wilson whineray,giuseppe verdi,A1815
19873,2485,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",3/30/1964,"March 30,1964",60,2906,wilfrid brambell,johann sebastian bach,A2427
19870,2485,Symphony No. 7 in A major by Ludwig van Beethoven,3/30/1964,"March 30,1964",60,2906,wilfrid brambell,ludwig van beethoven,A3004
19875,2485,Der Hölle Rache (from The Magic Flute) by Wolfgang Amadeus Mozart,3/30/1964,"March 30,1964",60,2906,wilfrid brambell,wolfgang amadeus mozart,A5418
19877,2485,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,3/30/1964,"March 30,1964",60,2906,wilfrid brambell,wolfgang amadeus mozart,A5418
19857,2483,Symphony No. 2 in E flat major by Edward Elgar,4/13/1964,"April 13,1964",60,2672,stan barstow,edward elgar,A1326
19853,2482,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,4/20/1964,"April 20,1964",60,1159,ian wallace,ludwig van beethoven,A3004
19823,2479,"Si, mi chiamano Mimi (from La Bohème) by Giacomo Puccini",5/11/1964,"May 11,1964",60,609,david kossoff,giacomo puccini,A1790
19829,2479,Symphony No. 7 in A major by Ludwig van Beethoven,5/11/1964,"May 11,1964",60,609,david kossoff,ludwig van beethoven,A3004
19809,2477,Romeo and Juliet Fantasy Overture by Peter Ilyich Tchaikovsky,5/25/1964,"May 25,1964",60,606,david jacobs,pyotr ilyich tchaikovsky,A3932
19800,2476,Piano Concerto No. 20 in D minor by Wolfgang Amadeus Mozart,6/1/1964,"June 1,1964",60,2297,richard wattis,wolfgang amadeus mozart,A5418
19793,2475,Swan Lake by Peter Ilyich Tchaikovsky,6/8/1964,"June 8,1964",60,1082,harry wheatcroft,pyotr ilyich tchaikovsky,A3932
19786,2474,String Quintet in C major by Franz Schubert,6/15/1964,"June 15,1964",60,2063,paul tortelier,franz schubert,A1618
19789,2474,"Christmas Oratorio - Jauchzet, frohlocket! by Johann Sebastian Bach",6/15/1964,"June 15,1964",60,2063,paul tortelier,johann sebastian bach,A2427
19790,2474,Brandenburg Concerto No. 1 in F Major by Johann Sebastian Bach,6/15/1964,"June 15,1964",60,2063,paul tortelier,johann sebastian bach,A2427
