Id,Label,date_text
A5418,wolfgang amadeus mozart,"May 2,1960"
A3932,pyotr ilyich tchaikovsky,"May 16,1960"
A1790,giacomo puccini,"May 23,1960"
A3932,pyotr ilyich tchaikovsky,"May 23,1960"
A2427,johann sebastian bach,"May 30,1960"
A1326,edward elgar,"June 13,1960"
A2427,johann sebastian bach,"June 13,1960"
A3004,ludwig van beethoven,"June 13,1960"
A3004,ludwig van beethoven,"June 20,1960"
A5418,wolfgang amadeus mozart,"June 20,1960"
A1815,giuseppe verdi,"June 27,1960"
A1618,franz schubert,"July 4,1960"
A3004,ludwig van beethoven,"July 4,1960"
A1326,edward elgar,"July 18,1960"
A1815,giuseppe verdi,"July 18,1960"
A2427,johann sebastian bach,"July 18,1960"
A3004,ludwig van beethoven,"July 18,1960"
A5418,wolfgang amadeus mozart,"July 18,1960"
A1618,franz schubert,"July 25,1960"
A1815,giuseppe verdi,"July 25,1960"
A2427,johann sebastian bach,"July 25,1960"
A3004,ludwig van beethoven,"July 25,1960"
A5418,wolfgang amadeus mozart,"July 25,1960"
A1790,giacomo puccini,"August 29,1960"
A3004,ludwig van beethoven,"September 5,1960"
A3932,pyotr ilyich tchaikovsky,"September 12,1960"
A5418,wolfgang amadeus mozart,"October 3,1960"
A3932,pyotr ilyich tchaikovsky,"October 17,1960"
A2427,johann sebastian bach,"October 24,1960"
A3932,pyotr ilyich tchaikovsky,"October 24,1960"
A1618,franz schubert,"November 7,1960"
A3932,pyotr ilyich tchaikovsky,"November 7,1960"
A1790,giacomo puccini,"November 21,1960"
A3932,pyotr ilyich tchaikovsky,"November 21,1960"
A3932,pyotr ilyich tchaikovsky,"December 5,1960"
A2427,johann sebastian bach,"December 12,1960"
A3932,pyotr ilyich tchaikovsky,"December 19,1960"
A1618,franz schubert,"January 2,1961"
A1815,giuseppe verdi,"January 2,1961"
A2427,johann sebastian bach,"January 2,1961"
A3004,ludwig van beethoven,"January 2,1961"
A5418,wolfgang amadeus mozart,"January 2,1961"
A1790,giacomo puccini,"January 9,1961"
A3932,pyotr ilyich tchaikovsky,"January 9,1961"
A1326,edward elgar,"January 16,1961"
A3004,ludwig van beethoven,"January 16,1961"
A1790,giacomo puccini,"January 30,1961"
A1815,giuseppe verdi,"January 30,1961"
A5418,wolfgang amadeus mozart,"February 6,1961"
A3932,pyotr ilyich tchaikovsky,"February 20,1961"
A3932,pyotr ilyich tchaikovsky,"February 27,1961"
A2427,johann sebastian bach,"March 13,1961"
A3004,ludwig van beethoven,"March 13,1961"
A3932,pyotr ilyich tchaikovsky,"March 13,1961"
A1790,giacomo puccini,"March 20,1961"
A1790,giacomo puccini,"March 27,1961"
A2427,johann sebastian bach,"March 27,1961"
A1618,franz schubert,"April 3,1961"
A1815,giuseppe verdi,"April 3,1961"
A3004,ludwig van beethoven,"April 3,1961"
A1815,giuseppe verdi,"April 10,1961"
A5418,wolfgang amadeus mozart,"April 10,1961"
A1790,giacomo puccini,"April 17,1961"
A3932,pyotr ilyich tchaikovsky,"April 24,1961"
A1326,edward elgar,"May 1,1961"
A1815,giuseppe verdi,"May 15,1961"
A3004,ludwig van beethoven,"May 15,1961"
A5418,wolfgang amadeus mozart,"May 15,1961"
A2427,johann sebastian bach,"May 22,1961"
A3004,ludwig van beethoven,"May 22,1961"
A5418,wolfgang amadeus mozart,"May 29,1961"
A1618,franz schubert,"June 5,1961"
A2427,johann sebastian bach,"June 5,1961"
A5418,wolfgang amadeus mozart,"June 5,1961"
A3004,ludwig van beethoven,"June 19,1961"
A3004,ludwig van beethoven,"July 3,1961"
A3004,ludwig van beethoven,"July 10,1961"
A3932,pyotr ilyich tchaikovsky,"July 10,1961"
A3004,ludwig van beethoven,"July 17,1961"
A2427,johann sebastian bach,"July 31,1961"
A5418,wolfgang amadeus mozart,"July 31,1961"
A3004,ludwig van beethoven,"August 7,1961"
A5418,wolfgang amadeus mozart,"August 7,1961"
A1815,giuseppe verdi,"August 28,1961"
A5418,wolfgang amadeus mozart,"August 28,1961"
A3004,ludwig van beethoven,"September 4,1961"
A3932,pyotr ilyich tchaikovsky,"September 11,1961"
A1326,edward elgar,"September 18,1961"
A1618,franz schubert,"September 18,1961"
A2427,johann sebastian bach,"September 18,1961"
A3004,ludwig van beethoven,"September 18,1961"
A2427,johann sebastian bach,"October 16,1961"
A3004,ludwig van beethoven,"October 16,1961"
A3004,ludwig van beethoven,"October 23,1961"
A3932,pyotr ilyich tchaikovsky,"October 23,1961"
A1790,giacomo puccini,"October 30,1961"
A2427,johann sebastian bach,"October 30,1961"
A3004,ludwig van beethoven,"October 30,1961"
A1618,franz schubert,"November 6,1961"
A2427,johann sebastian bach,"November 13,1961"
A3932,pyotr ilyich tchaikovsky,"November 13,1961"
A1618,franz schubert,"November 20,1961"
A2427,johann sebastian bach,"November 20,1961"
A5418,wolfgang amadeus mozart,"November 20,1961"
A2427,johann sebastian bach,"December 4,1961"
A3004,ludwig van beethoven,"December 4,1961"
A5418,wolfgang amadeus mozart,"December 4,1961"
A1790,giacomo puccini,"December 11,1961"
A1618,franz schubert,"January 1,1962"
A2427,johann sebastian bach,"January 1,1962"
A3004,ludwig van beethoven,"January 1,1962"
A3932,pyotr ilyich tchaikovsky,"January 1,1962"
A2427,johann sebastian bach,"January 22,1962"
A1618,franz schubert,"January 29,1962"
A2427,johann sebastian bach,"January 29,1962"
A5418,wolfgang amadeus mozart,"January 29,1962"
A2427,johann sebastian bach,"February 5,1962"
A1326,edward elgar,"February 12,1962"
A2427,johann sebastian bach,"February 19,1962"
A5418,wolfgang amadeus mozart,"February 19,1962"
A1618,franz schubert,"February 26,1962"
A5418,wolfgang amadeus mozart,"February 26,1962"
A1618,franz schubert,"March 5,1962"
A1618,franz schubert,"March 12,1962"
A5418,wolfgang amadeus mozart,"March 12,1962"
A5418,wolfgang amadeus mozart,"March 19,1962"
A2427,johann sebastian bach,"March 26,1962"
A5418,wolfgang amadeus mozart,"April 2,1962"
A1790,giacomo puccini,"April 9,1962"
A1790,giacomo puccini,"April 23,1962"
A3004,ludwig van beethoven,"May 7,1962"
A3932,pyotr ilyich tchaikovsky,"May 14,1962"
A5418,wolfgang amadeus mozart,"May 14,1962"
A3004,ludwig van beethoven,"May 21,1962"
A1790,giacomo puccini,"May 28,1962"
A3932,pyotr ilyich tchaikovsky,"May 28,1962"
A1326,edward elgar,"June 4,1962"
A2427,johann sebastian bach,"June 4,1962"
A3004,ludwig van beethoven,"June 4,1962"
A5418,wolfgang amadeus mozart,"June 11,1962"
A1815,giuseppe verdi,"June 18,1962"
A5418,wolfgang amadeus mozart,"June 18,1962"
A3932,pyotr ilyich tchaikovsky,"June 25,1962"
A5418,wolfgang amadeus mozart,"June 25,1962"
A2427,johann sebastian bach,"July 2,1962"
A3004,ludwig van beethoven,"July 9,1962"
A5418,wolfgang amadeus mozart,"July 9,1962"
A1326,edward elgar,"July 23,1962"
A2427,johann sebastian bach,"July 23,1962"
A3004,ludwig van beethoven,"July 23,1962"
A5418,wolfgang amadeus mozart,"July 23,1962"
A1815,giuseppe verdi,"August 6,1962"
A3004,ludwig van beethoven,"August 13,1962"
A1815,giuseppe verdi,"August 27,1962"
A3004,ludwig van beethoven,"August 27,1962"
A2427,johann sebastian bach,"September 10,1962"
A3004,ludwig van beethoven,"September 10,1962"
A3004,ludwig van beethoven,"September 17,1962"
A1815,giuseppe verdi,"September 24,1962"
A3004,ludwig van beethoven,"September 24,1962"
A1326,edward elgar,"October 1,1962"
A1618,franz schubert,"October 1,1962"
A5418,wolfgang amadeus mozart,"October 1,1962"
A2427,johann sebastian bach,"October 8,1962"
A3004,ludwig van beethoven,"October 8,1962"
A5418,wolfgang amadeus mozart,"October 8,1962"
A3004,ludwig van beethoven,"October 15,1962"
A3932,pyotr ilyich tchaikovsky,"October 15,1962"
A5418,wolfgang amadeus mozart,"October 15,1962"
A1815,giuseppe verdi,"October 22,1962"
A3004,ludwig van beethoven,"October 22,1962"
A5418,wolfgang amadeus mozart,"October 22,1962"
A2427,johann sebastian bach,"October 29,1962"
A2427,johann sebastian bach,"November 5,1962"
A1326,edward elgar,"November 10,1962"
A3932,pyotr ilyich tchaikovsky,"November 10,1962"
A1326,edward elgar,"November 12,1962"
A2427,johann sebastian bach,"November 12,1962"
A1790,giacomo puccini,"November 26,1962"
A3932,pyotr ilyich tchaikovsky,"November 26,1962"
A2427,johann sebastian bach,"December 3,1962"
A3932,pyotr ilyich tchaikovsky,"December 3,1962"
A3004,ludwig van beethoven,"December 17,1962"
A2427,johann sebastian bach,"December 31,1962"
A3932,pyotr ilyich tchaikovsky,"January 14,1963"
A5418,wolfgang amadeus mozart,"January 14,1963"
A1618,franz schubert,"January 19,1963"
A1326,edward elgar,"January 21,1963"
A5418,wolfgang amadeus mozart,"January 21,1963"
A1815,giuseppe verdi,"January 28,1963"
A3004,ludwig van beethoven,"February 4,1963"
A3004,ludwig van beethoven,"February 11,1963"
A3004,ludwig van beethoven,"February 18,1963"
A5418,wolfgang amadeus mozart,"February 25,1963"
A1815,giuseppe verdi,"March 18,1963"
A2427,johann sebastian bach,"March 18,1963"
A3004,ludwig van beethoven,"March 18,1963"
A5418,wolfgang amadeus mozart,"March 18,1963"
A3004,ludwig van beethoven,"March 25,1963"
A3932,pyotr ilyich tchaikovsky,"April 8,1963"
A3004,ludwig van beethoven,"April 22,1963"
A3004,ludwig van beethoven,"April 27,1963"
A5418,wolfgang amadeus mozart,"April 29,1963"
A1618,franz schubert,"May 20,1963"
A2427,johann sebastian bach,"May 20,1963"
A3004,ludwig van beethoven,"May 20,1963"
A5418,wolfgang amadeus mozart,"May 20,1963"
A1618,franz schubert,"May 27,1963"
A1790,giacomo puccini,"May 27,1963"
A2427,johann sebastian bach,"June 3,1963"
A3004,ludwig van beethoven,"June 3,1963"
A2427,johann sebastian bach,"June 10,1963"
A3004,ludwig van beethoven,"June 10,1963"
A1790,giacomo puccini,"June 24,1963"
A2427,johann sebastian bach,"June 24,1963"
A1618,franz schubert,"July 1,1963"
A3004,ludwig van beethoven,"July 1,1963"
A5418,wolfgang amadeus mozart,"July 1,1963"
A2427,johann sebastian bach,"July 8,1963"
A3004,ludwig van beethoven,"July 8,1963"
A5418,wolfgang amadeus mozart,"July 8,1963"
A1815,giuseppe verdi,"July 15,1963"
A5418,wolfgang amadeus mozart,"July 15,1963"
A1790,giacomo puccini,"July 22,1963"
A3004,ludwig van beethoven,"July 22,1963"
A1326,edward elgar,"August 26,1963"
A2427,johann sebastian bach,"August 26,1963"
A5418,wolfgang amadeus mozart,"August 26,1963"
A1326,edward elgar,"September 9,1963"
A1815,giuseppe verdi,"September 16,1963"
A2427,johann sebastian bach,"September 16,1963"
A3004,ludwig van beethoven,"September 16,1963"
A2427,johann sebastian bach,"October 7,1963"
A2427,johann sebastian bach,"October 19,1963"
A3004,ludwig van beethoven,"October 19,1963"
A1326,edward elgar,"October 21,1963"
A3932,pyotr ilyich tchaikovsky,"October 21,1963"
A3932,pyotr ilyich tchaikovsky,"October 28,1963"
A1790,giacomo puccini,"November 4,1963"
A1326,edward elgar,"November 11,1963"
A2427,johann sebastian bach,"November 11,1963"
A3004,ludwig van beethoven,"November 11,1963"
A1326,edward elgar,"November 18,1963"
A2427,johann sebastian bach,"November 25,1963"
A1618,franz schubert,"December 2,1963"
A1326,edward elgar,"December 9,1963"
A1790,giacomo puccini,"December 9,1963"
A2427,johann sebastian bach,"December 9,1963"
A3004,ludwig van beethoven,"December 16,1963"
A3932,pyotr ilyich tchaikovsky,"December 16,1963"
A5418,wolfgang amadeus mozart,"December 16,1963"
A1790,giacomo puccini,"December 23,1963"
A3932,pyotr ilyich tchaikovsky,"December 23,1963"
A1618,franz schubert,"December 30,1963"
A2427,johann sebastian bach,"December 30,1963"
A2427,johann sebastian bach,"January 4,1964"
A3932,pyotr ilyich tchaikovsky,"January 6,1964"
A1326,edward elgar,"January 13,1964"
A3932,pyotr ilyich tchaikovsky,"January 13,1964"
A1326,edward elgar,"January 20,1964"
A3004,ludwig van beethoven,"January 20,1964"
A3932,pyotr ilyich tchaikovsky,"January 20,1964"
A1815,giuseppe verdi,"January 27,1964"
A3004,ludwig van beethoven,"January 27,1964"
A3932,pyotr ilyich tchaikovsky,"January 27,1964"
A1790,giacomo puccini,"February 3,1964"
A1815,giuseppe verdi,"February 8,1964"
A2427,johann sebastian bach,"March 30,1964"
A3004,ludwig van beethoven,"March 30,1964"
A5418,wolfgang amadeus mozart,"March 30,1964"
A1326,edward elgar,"April 13,1964"
A3004,ludwig van beethoven,"April 20,1964"
A1790,giacomo puccini,"May 11,1964"
A3004,ludwig van beethoven,"May 11,1964"
A3932,pyotr ilyich tchaikovsky,"May 25,1964"
A5418,wolfgang amadeus mozart,"June 1,1964"
A3932,pyotr ilyich tchaikovsky,"June 8,1964"
A1618,franz schubert,"June 15,1964"
A2427,johann sebastian bach,"June 15,1964"
A5418,wolfgang amadeus mozart,"June 15,1964"
A3004,ludwig van beethoven,"June 22,1964"
A3004,ludwig van beethoven,"June 29,1964"
A5418,wolfgang amadeus mozart,"June 29,1964"
A1326,edward elgar,"July 6,1964"
A1790,giacomo puccini,"July 6,1964"
A3932,pyotr ilyich tchaikovsky,"July 6,1964"
A2427,johann sebastian bach,"July 13,1964"
A5418,wolfgang amadeus mozart,"July 13,1964"
A2427,johann sebastian bach,"July 20,1964"
A3004,ludwig van beethoven,"July 20,1964"
A5418,wolfgang amadeus mozart,"July 20,1964"
A2427,johann sebastian bach,"August 24,1964"
A3004,ludwig van beethoven,"September 7,1964"
A3004,ludwig van beethoven,"September 21,1964"
A3004,ludwig van beethoven,"September 28,1964"
A5418,wolfgang amadeus mozart,"October 12,1964"
A2427,johann sebastian bach,"October 19,1964"
A1815,giuseppe verdi,"October 26,1964"
A1326,edward elgar,"November 23,1964"
A1790,giacomo puccini,"November 23,1964"
A2427,johann sebastian bach,"November 30,1964"
A1326,edward elgar,"December 7,1964"
A5418,wolfgang amadeus mozart,"December 7,1964"
A1326,edward elgar,"December 21,1964"
A5418,wolfgang amadeus mozart,"December 26,1964"
A1790,giacomo puccini,"December 28,1964"
A3004,ludwig van beethoven,"December 28,1964"
A5418,wolfgang amadeus mozart,"December 28,1964"
A3004,ludwig van beethoven,"January 4,1965"
A2427,johann sebastian bach,"January 11,1965"
A3004,ludwig van beethoven,"January 11,1965"
A3932,pyotr ilyich tchaikovsky,"January 11,1965"
A5418,wolfgang amadeus mozart,"January 11,1965"
A3932,pyotr ilyich tchaikovsky,"January 18,1965"
A1790,giacomo puccini,"February 1,1965"
A2427,johann sebastian bach,"February 1,1965"
A3004,ludwig van beethoven,"February 1,1965"
A1326,edward elgar,"February 8,1965"
A3004,ludwig van beethoven,"February 8,1965"
A5418,wolfgang amadeus mozart,"February 8,1965"
A1326,edward elgar,"February 22,1965"
A1815,giuseppe verdi,"March 1,1965"
A2427,johann sebastian bach,"March 1,1965"
A3004,ludwig van beethoven,"March 1,1965"
A3004,ludwig van beethoven,"March 8,1965"
A2427,johann sebastian bach,"March 15,1965"
A3004,ludwig van beethoven,"March 15,1965"
A2427,johann sebastian bach,"March 22,1965"
A1790,giacomo puccini,"March 29,1965"
A1326,edward elgar,"April 5,1965"
A2427,johann sebastian bach,"April 5,1965"
A3004,ludwig van beethoven,"April 10,1965"
A1790,giacomo puccini,"April 12,1965"
A1815,giuseppe verdi,"April 12,1965"
A2427,johann sebastian bach,"April 12,1965"
A5418,wolfgang amadeus mozart,"April 12,1965"
A3932,pyotr ilyich tchaikovsky,"April 19,1965"
A1815,giuseppe verdi,"May 3,1965"
A3932,pyotr ilyich tchaikovsky,"May 10,1965"
A1326,edward elgar,"May 17,1965"
A3004,ludwig van beethoven,"May 17,1965"
A1618,franz schubert,"May 31,1965"
A2427,johann sebastian bach,"May 31,1965"
A3004,ludwig van beethoven,"May 31,1965"
A5418,wolfgang amadeus mozart,"May 31,1965"
A5418,wolfgang amadeus mozart,"June 5,1965"
A3932,pyotr ilyich tchaikovsky,"June 7,1965"
A2427,johann sebastian bach,"June 14,1965"
A3004,ludwig van beethoven,"June 14,1965"
A2427,johann sebastian bach,"June 21,1965"
A2427,johann sebastian bach,"July 5,1965"
A1618,franz schubert,"July 12,1965"
A2427,johann sebastian bach,"July 12,1965"
A5418,wolfgang amadeus mozart,"July 12,1965"
A3004,ludwig van beethoven,"July 19,1965"
A5418,wolfgang amadeus mozart,"July 19,1965"
A3004,ludwig van beethoven,"August 9,1965"
A2427,johann sebastian bach,"August 16,1965"
A3004,ludwig van beethoven,"August 23,1965"
A1815,giuseppe verdi,"September 6,1965"
A2427,johann sebastian bach,"September 6,1965"
A5418,wolfgang amadeus mozart,"September 6,1965"
A2427,johann sebastian bach,"September 13,1965"
A1618,franz schubert,"September 27,1965"
A2427,johann sebastian bach,"September 27,1965"
A5418,wolfgang amadeus mozart,"September 27,1965"
A1618,franz schubert,"October 11,1965"
A1790,giacomo puccini,"October 11,1965"
A5418,wolfgang amadeus mozart,"October 11,1965"
A2427,johann sebastian bach,"October 18,1965"
A2427,johann sebastian bach,"October 25,1965"
A5418,wolfgang amadeus mozart,"October 25,1965"
A3004,ludwig van beethoven,"November 1,1965"
A3932,pyotr ilyich tchaikovsky,"November 1,1965"
A1790,giacomo puccini,"November 8,1965"
A1618,franz schubert,"November 15,1965"
A3004,ludwig van beethoven,"November 15,1965"
A5418,wolfgang amadeus mozart,"November 15,1965"
A2427,johann sebastian bach,"November 22,1965"
A3004,ludwig van beethoven,"November 22,1965"
A3932,pyotr ilyich tchaikovsky,"November 22,1965"
A3932,pyotr ilyich tchaikovsky,"November 29,1965"
A1815,giuseppe verdi,"December 6,1965"
A1815,giuseppe verdi,"December 20,1965"
A5418,wolfgang amadeus mozart,"December 20,1965"
A1618,franz schubert,"December 25,1965"
A1815,giuseppe verdi,"December 25,1965"
A5418,wolfgang amadeus mozart,"December 25,1965"
A2427,johann sebastian bach,"December 27,1965"
A5418,wolfgang amadeus mozart,"December 27,1965"
A1618,franz schubert,"January 1,1966"
A3932,pyotr ilyich tchaikovsky,"January 3,1966"
A5418,wolfgang amadeus mozart,"January 24,1966"
A3004,ludwig van beethoven,"January 31,1966"
A1326,edward elgar,"February 7,1966"
A1815,giuseppe verdi,"February 7,1966"
A2427,johann sebastian bach,"February 7,1966"
A1326,edward elgar,"February 14,1966"
A3004,ludwig van beethoven,"February 14,1966"
A1815,giuseppe verdi,"February 21,1966"
A1815,giuseppe verdi,"February 28,1966"
A3004,ludwig van beethoven,"February 28,1966"
A5418,wolfgang amadeus mozart,"February 28,1966"
A3004,ludwig van beethoven,"March 7,1966"
A3932,pyotr ilyich tchaikovsky,"March 7,1966"
A2427,johann sebastian bach,"March 14,1966"
A3004,ludwig van beethoven,"March 14,1966"
A5418,wolfgang amadeus mozart,"March 14,1966"
A2427,johann sebastian bach,"March 21,1966"
A5418,wolfgang amadeus mozart,"March 21,1966"
A3932,pyotr ilyich tchaikovsky,"March 28,1966"
A2427,johann sebastian bach,"April 11,1966"
A3932,pyotr ilyich tchaikovsky,"April 11,1966"
A5418,wolfgang amadeus mozart,"April 11,1966"
A2427,johann sebastian bach,"April 18,1966"
A3004,ludwig van beethoven,"April 18,1966"
A5418,wolfgang amadeus mozart,"April 18,1966"
A1618,franz schubert,"April 25,1966"
A2427,johann sebastian bach,"May 2,1966"
A5418,wolfgang amadeus mozart,"May 9,1966"
A1618,franz schubert,"May 16,1966"
A1326,edward elgar,"May 23,1966"
A3932,pyotr ilyich tchaikovsky,"May 23,1966"
A5418,wolfgang amadeus mozart,"May 23,1966"
A3004,ludwig van beethoven,"May 30,1966"
A3004,ludwig van beethoven,"June 6,1966"
A5418,wolfgang amadeus mozart,"June 6,1966"
A2427,johann sebastian bach,"June 20,1966"
A3004,ludwig van beethoven,"June 20,1966"
A5418,wolfgang amadeus mozart,"June 20,1966"
A1326,edward elgar,"June 27,1966"
A2427,johann sebastian bach,"July 4,1966"
A5418,wolfgang amadeus mozart,"July 4,1966"
A1815,giuseppe verdi,"July 11,1966"
A3932,pyotr ilyich tchaikovsky,"July 11,1966"
A5418,wolfgang amadeus mozart,"July 18,1966"
A3004,ludwig van beethoven,"July 25,1966"
A1815,giuseppe verdi,"August 1,1966"
A5418,wolfgang amadeus mozart,"August 8,1966"
A1618,franz schubert,"August 15,1966"
A1815,giuseppe verdi,"August 15,1966"
A2427,johann sebastian bach,"August 15,1966"
A3004,ludwig van beethoven,"August 15,1966"
A5418,wolfgang amadeus mozart,"August 15,1966"
A1790,giacomo puccini,"August 22,1966"
A1790,giacomo puccini,"September 19,1966"
A3004,ludwig van beethoven,"September 19,1966"
A3004,ludwig van beethoven,"September 26,1966"
A1618,franz schubert,"October 3,1966"
A2427,johann sebastian bach,"October 3,1966"
A2427,johann sebastian bach,"October 10,1966"
A3004,ludwig van beethoven,"October 10,1966"
A5418,wolfgang amadeus mozart,"October 10,1966"
A1618,franz schubert,"October 31,1966"
A2427,johann sebastian bach,"October 31,1966"
A3004,ludwig van beethoven,"October 31,1966"
A5418,wolfgang amadeus mozart,"October 31,1966"
A3004,ludwig van beethoven,"November 7,1966"
A2427,johann sebastian bach,"November 14,1966"
A3004,ludwig van beethoven,"November 14,1966"
A5418,wolfgang amadeus mozart,"November 14,1966"
A1326,edward elgar,"November 28,1966"
A2427,johann sebastian bach,"November 28,1966"
A3932,pyotr ilyich tchaikovsky,"December 5,1966"
A1326,edward elgar,"December 12,1966"
A2427,johann sebastian bach,"December 12,1966"
A2427,johann sebastian bach,"December 24,1966"
A1815,giuseppe verdi,"December 26,1966"
A5418,wolfgang amadeus mozart,"December 26,1966"
A2427,johann sebastian bach,"January 2,1967"
A2427,johann sebastian bach,"January 9,1967"
A3004,ludwig van beethoven,"January 9,1967"
A5418,wolfgang amadeus mozart,"January 9,1967"
A1326,edward elgar,"January 30,1967"
A1618,franz schubert,"January 30,1967"
A3004,ludwig van beethoven,"January 30,1967"
A5418,wolfgang amadeus mozart,"January 30,1967"
A1815,giuseppe verdi,"February 13,1967"
A2427,johann sebastian bach,"February 13,1967"
A5418,wolfgang amadeus mozart,"February 13,1967"
A2427,johann sebastian bach,"March 6,1967"
A5418,wolfgang amadeus mozart,"April 3,1967"
A1815,giuseppe verdi,"April 10,1967"
A3004,ludwig van beethoven,"April 10,1967"
A5418,wolfgang amadeus mozart,"April 10,1967"
A1618,franz schubert,"April 17,1967"
A3004,ludwig van beethoven,"April 17,1967"
A5418,wolfgang amadeus mozart,"April 17,1967"
A3932,pyotr ilyich tchaikovsky,"April 24,1967"
A2427,johann sebastian bach,"May 1,1967"
A5418,wolfgang amadeus mozart,"May 1,1967"
A1326,edward elgar,"May 8,1967"
A1326,edward elgar,"May 29,1967"
A1815,giuseppe verdi,"May 29,1967"
A2427,johann sebastian bach,"June 12,1967"
A2427,johann sebastian bach,"June 19,1967"
A3932,pyotr ilyich tchaikovsky,"June 19,1967"
A5418,wolfgang amadeus mozart,"June 19,1967"
A3004,ludwig van beethoven,"June 26,1967"
A1326,edward elgar,"July 17,1967"
A2427,johann sebastian bach,"July 17,1967"
A3004,ludwig van beethoven,"July 17,1967"
A1618,franz schubert,"July 24,1967"
A2427,johann sebastian bach,"July 24,1967"
A3004,ludwig van beethoven,"July 24,1967"
A5418,wolfgang amadeus mozart,"July 24,1967"
A3004,ludwig van beethoven,"July 31,1967"
A5418,wolfgang amadeus mozart,"July 31,1967"
A2427,johann sebastian bach,"August 7,1967"
A3004,ludwig van beethoven,"August 7,1967"
A5418,wolfgang amadeus mozart,"August 7,1967"
A1326,edward elgar,"August 14,1967"
A2427,johann sebastian bach,"August 14,1967"
A3004,ludwig van beethoven,"August 14,1967"
A5418,wolfgang amadeus mozart,"August 14,1967"
A2427,johann sebastian bach,"August 28,1967"
A1326,edward elgar,"September 4,1967"
A3004,ludwig van beethoven,"September 11,1967"
A1815,giuseppe verdi,"September 18,1967"
A3004,ludwig van beethoven,"September 18,1967"
A1326,edward elgar,"September 25,1967"
A3004,ludwig van beethoven,"September 25,1967"
A3004,ludwig van beethoven,"October 9,1967"
A5418,wolfgang amadeus mozart,"October 9,1967"
A3932,pyotr ilyich tchaikovsky,"October 16,1967"
A3004,ludwig van beethoven,"October 23,1967"
A5418,wolfgang amadeus mozart,"October 23,1967"
A1326,edward elgar,"October 30,1967"
A1618,franz schubert,"October 30,1967"
A1790,giacomo puccini,"October 30,1967"
A2427,johann sebastian bach,"October 30,1967"
A3004,ludwig van beethoven,"October 30,1967"
A5418,wolfgang amadeus mozart,"October 30,1967"
A1326,edward elgar,"November 6,1967"
A2427,johann sebastian bach,"November 6,1967"
A2427,johann sebastian bach,"November 13,1967"
A5418,wolfgang amadeus mozart,"November 13,1967"
A2427,johann sebastian bach,"November 20,1967"
A5418,wolfgang amadeus mozart,"November 20,1967"
A2427,johann sebastian bach,"November 27,1967"
A2427,johann sebastian bach,"December 4,1967"
A1618,franz schubert,"December 11,1967"
A2427,johann sebastian bach,"December 11,1967"
A3004,ludwig van beethoven,"December 11,1967"
A5418,wolfgang amadeus mozart,"December 11,1967"
A1790,giacomo puccini,"December 18,1967"
A1815,giuseppe verdi,"December 18,1967"
A3004,ludwig van beethoven,"December 23,1967"
A1618,franz schubert,"December 25,1967"
A3004,ludwig van beethoven,"December 25,1967"
A5418,wolfgang amadeus mozart,"December 25,1967"
A2427,johann sebastian bach,"January 1,1968"
A1618,franz schubert,"January 15,1968"
A2427,johann sebastian bach,"January 15,1968"
A5418,wolfgang amadeus mozart,"January 15,1968"
A5418,wolfgang amadeus mozart,"January 22,1968"
A2427,johann sebastian bach,"January 29,1968"
A3004,ludwig van beethoven,"January 29,1968"
A1790,giacomo puccini,"February 5,1968"
A3004,ludwig van beethoven,"February 5,1968"
A2427,johann sebastian bach,"February 12,1968"
A3004,ludwig van beethoven,"February 12,1968"
A1815,giuseppe verdi,"February 19,1968"
A3932,pyotr ilyich tchaikovsky,"February 19,1968"
A1815,giuseppe verdi,"February 26,1968"
A2427,johann sebastian bach,"February 26,1968"
A5418,wolfgang amadeus mozart,"February 26,1968"
A2427,johann sebastian bach,"March 4,1968"
A3004,ludwig van beethoven,"March 4,1968"
A1618,franz schubert,"March 11,1968"
A5418,wolfgang amadeus mozart,"March 11,1968"
A2427,johann sebastian bach,"March 18,1968"
A2427,johann sebastian bach,"March 25,1968"
A3004,ludwig van beethoven,"April 1,1968"
A5418,wolfgang amadeus mozart,"April 1,1968"
A1618,franz schubert,"April 8,1968"
A1790,giacomo puccini,"April 15,1968"
A1618,franz schubert,"April 22,1968"
A1815,giuseppe verdi,"April 22,1968"
A3004,ludwig van beethoven,"April 22,1968"
A5418,wolfgang amadeus mozart,"April 22,1968"
A1618,franz schubert,"April 29,1968"
A2427,johann sebastian bach,"May 6,1968"
A3932,pyotr ilyich tchaikovsky,"May 13,1968"
A2427,johann sebastian bach,"May 20,1968"
A3004,ludwig van beethoven,"May 20,1968"
A1326,edward elgar,"May 27,1968"
A1815,giuseppe verdi,"May 27,1968"
A2427,johann sebastian bach,"May 27,1968"
A1618,franz schubert,"June 3,1968"
A1618,franz schubert,"June 24,1968"
A2427,johann sebastian bach,"June 24,1968"
A5418,wolfgang amadeus mozart,"June 24,1968"
A1815,giuseppe verdi,"July 1,1968"
A2427,johann sebastian bach,"July 1,1968"
A3004,ludwig van beethoven,"July 1,1968"
A5418,wolfgang amadeus mozart,"July 1,1968"
A3004,ludwig van beethoven,"July 8,1968"
A1618,franz schubert,"July 15,1968"
A2427,johann sebastian bach,"July 29,1968"
A3932,pyotr ilyich tchaikovsky,"July 29,1968"
A5418,wolfgang amadeus mozart,"August 12,1968"
A1618,franz schubert,"August 19,1968"
A1815,giuseppe verdi,"August 19,1968"
